"","loan_amnt","term","int_rate","installment","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","title","earliest_cr_line","open_acc","total_acc","application_type","mort_acc","address"
"328",34800," 36 months",18.99,1275.46,"Human Resource Manager","6 years","RENT",78000,"Verified","Sep-2014","Fully Paid","car","Car financing","Aug-1999",10,26,"INDIVIDUAL",1,"92225 Aaron Station
Maryborough, OR 22690"
"329",5000," 36 months",12.12,166.36,"New Dimensions","7 years","MORTGAGE",24000,"Not Verified","Jun-2013","Fully Paid","debt_consolidation","pay off my debt","Feb-1994",7,25,"INDIVIDUAL",3,"2851 Heather Gardens
Lake William, NV 22690"
"330",15000," 36 months",13.05,505.78,"Duff and Phelps LLC","6 years","MORTGAGE",64500,"Verified","Aug-2013","Fully Paid","credit_card","Credit card refinancing","Aug-2000",14,29,"INDIVIDUAL",2,"3151 Mary Brooks Suite 058
Penningtonton, MI 22690"
"331",25000," 60 months",14.64,590.04,"Physician","10+ years","MORTGAGE",210000,"Not Verified","Apr-2014","Fully Paid","debt_consolidation","Debt consolidation","Aug-1988",12,29,"INDIVIDUAL",4,"55562 Duncan Shore Suite 406
South Nichole, UT 00813"
"332",5075," 36 months",17.27,181.63,"Walmart","10+ years","MORTGAGE",53000,"Verified","Jan-2013","Fully Paid","credit_card","refi","Feb-2001",14,33,"INDIVIDUAL",4,"3434 Aaron Center Apt. 863
Garzatown, DC 30723"
"333",7500," 36 months",14.99,259.96,"Personal Trainer","3 years","RENT",20000,"Not Verified","Jan-2015","Fully Paid","credit_card","Credit card refinancing","Sep-2010",8,11,"INDIVIDUAL",0,"584 Anderson Camp Apt. 958
Lake Jillland, AL 70466"
"334",35000," 60 months",23.28,992.31,"Berne-Knox-Westerlo Central School Distr","10+ years","MORTGAGE",78000,"Verified","Mar-2013","Fully Paid","debt_consolidation","Consolidation","May-1989",9,17,"INDIVIDUAL",3,"PSC 2746, Box 0900
APO AE 29597"
"335",4950," 36 months",14.65,170.75,"Journey wireman","< 1 year","MORTGAGE",60000,"Verified","Jul-2015","Fully Paid","debt_consolidation","Debt consolidation","Dec-2002",8,20,"INDIVIDUAL",2,"6021 Ferguson Court Suite 591
Johnstad, DE 22690"
"336",12000," 36 months",13.33,406.24,"Business Customer Service Analyst","10+ years","RENT",65000,"Source Verified","Apr-2015","Charged Off","debt_consolidation","Debt consolidation","Oct-1996",21,38,"INDIVIDUAL",0,"8950 Christian Rapids Apt. 348
Jacobton, CA 22690"
"337",12000," 36 months",5.79,232.01,"Technisand","4 years","MORTGAGE",55000,"Not Verified","Nov-2010","Fully Paid","other","debt consolidation","Aug-1993",9,19,"INDIVIDUAL",NA,"66635 Reginald Prairie Suite 440
Allisontown, ND 29597"
"338",17600," 36 months",13.11,593.95,"Blue River Productions","4 years","RENT",50000,"Not Verified","Mar-2013","Fully Paid","debt_consolidation","Lending Club Debt Consolidation","Apr-2007",9,11,"INDIVIDUAL",0,"08915 Gallagher Mountains
West Dustinfort, MN 00813"
"339",10000," 36 months",6.62,307.04,"Kohler","1 year","MORTGAGE",43900,"Not Verified","Oct-2012","Fully Paid","credit_card","No More Credit Card Debt!","May-1997",16,19,"INDIVIDUAL",1,"419 Julie Underpass Suite 909
New Charlesfurt, AK 22690"
"340",13475," 60 months",19.29,351.71,"Juniper Networks","4 years","RENT",121392,"Verified","Jul-2011","Fully Paid","debt_consolidation","Planning to pay off in less than 3 yrs","Jan-2006",5,16,"INDIVIDUAL",NA,"30962 Pope Brook Suite 077
Stephaniechester, WV 05113"
"341",18000," 36 months",12.69,603.81,"Foreman","2 years","OWN",51500,"Source Verified","Sep-2015","Fully Paid","credit_card","Credit card refinancing","Apr-1995",16,21,"INDIVIDUAL",1,"68189 Nelson Extension Suite 851
Port Andrew, VT 29597"
"342",16475," 60 months",19.99,436.4,"Logistics and Tranportation","10+ years","MORTGAGE",55000,"Verified","Nov-2014","Fully Paid","debt_consolidation","Debt consolidation","Jun-1993",7,29,"INDIVIDUAL",3,"509 Larry Roads
Port Megan, IA 48052"
"343",10150," 36 months",19.22,373.19,"Team Lead Loss Mitigation-FHLMC","2 years","RENT",48360,"Source Verified","Feb-2014","Fully Paid","debt_consolidation","Debt consolidation","Sep-2009",9,18,"INDIVIDUAL",0,"220 Sullivan Pines
East Jean, FL 30723"
"344",15250," 36 months",16.29,538.34,"Commonwealth of massachusetts","5 years","RENT",44000,"Not Verified","May-2013","Fully Paid","debt_consolidation","Bills","Oct-1998",17,24,"INDIVIDUAL",1,"462 Wolf Meadow Suite 348
Derekshire, KS 00813"
"345",20000," 60 months",25.89,597.51,"NYC  Human Resource Administration","4 years","OWN",90000,"Verified","Jul-2013","Charged Off","wedding","Wedding ","Jan-1999",12,24,"INDIVIDUAL",0,"2340 Veronica Extension Suite 429
Houseland, ID 93700"
"346",6900," 36 months",16.99,245.97,"3rd Grade Teacher","< 1 year","MORTGAGE",39000,"Verified","Aug-2014","Fully Paid","home_improvement","Home improvement","Jun-1999",5,15,"INDIVIDUAL",3,"0419 Thompson Isle Suite 419
East Jacquelineview, OR 05113"
"347",20400," 60 months",18.24,520.7,"Sales Representative","4 years","RENT",51000,"Source Verified","Aug-2014","Charged Off","debt_consolidation","Debt consolidation","Oct-1994",25,38,"INDIVIDUAL",0,"95540 Barnes Summit Suite 139
North Corey, MI 93700"
"348",2400," 36 months",8.18,75.41,"Grounds keeper","2 years","RENT",49464,"Not Verified","Jul-2015","Fully Paid","other","Other","May-1996",8,25,"INDIVIDUAL",2,"Unit 9645 Box 3794
DPO AA 22690"
"349",4200," 36 months",14.54,144.66,"etr associates","5 years","RENT",41000,"Not Verified","Mar-2011","Fully Paid","debt_consolidation","Debt Consolidation Loan","May-2007",6,7,"INDIVIDUAL",NA,"0815 Veronica Branch
Robinsonton, MN 05113"
"350",3000," 36 months",9.49,96.09,"Staff Assistant","10+ years","MORTGAGE",65839,"Source Verified","Jul-2016","Fully Paid","debt_consolidation","Debt consolidation","Jun-2005",7,23,"INDIVIDUAL",4,"PSC 2605, Box 5324
APO AA 48052"
"351",25000," 36 months",12.12,831.8,"","10+ years","RENT",90000,"Source Verified","Mar-2012","Fully Paid","other","Major Purchase","Jan-2001",12,22,"INDIVIDUAL",NA,"87600 Connie Inlet Suite 338
West Gabriel, NM 30723"
"352",6625," 36 months",14.09,226.72,"home depot","10+ years","RENT",42000,"Verified","May-2013","Fully Paid","credit_card","consoladate","Jan-2000",7,36,"INDIVIDUAL",6,"881 Harris Skyway Suite 307
Kellystad, ND 05113"
"353",28000," 36 months",8.19,879.88,"Pharmacist","2 years","RENT",1e+05,"Source Verified","Nov-2014","Fully Paid","credit_card","Credit card refinancing","Jan-2001",22,45,"INDIVIDUAL",3,"PSC 5298, Box 0538
APO AE 00813"
"354",6625," 36 months",15.8,232.27,"ability house","10+ years","OWN",25000,"Not Verified","May-2013","Charged Off","credit_card","Credit card refinancing","Apr-2000",13,21,"INDIVIDUAL",0,"05352 Charles Parkways Apt. 066
West Deborahland, NJ 30723"
"355",35000," 60 months",22.99,986.47,"Half owner","8 years","OWN",250000,"Verified","Jan-2015","Fully Paid","debt_consolidation","Debt consolidation","Sep-1987",7,31,"INDIVIDUAL",8,"0753 Thomas Rue Apt. 166
West Beth, CO 70466"
"356",4000," 36 months",11.53,131.97,"office Manager","10+ years","MORTGAGE",60000,"Not Verified","May-2015","Fully Paid","credit_card","Credit card refinancing","Aug-1998",5,11,"INDIVIDUAL",3,"4349 Lisa Estate
West Susan, DE 05113"
"357",8275," 36 months",9.25,264.11,"Candy Maker","10+ years","OWN",25000,"Source Verified","Oct-2013","Fully Paid","debt_consolidation","Debt consolidation","Oct-1993",10,15,"INDIVIDUAL",0,"216 Matthew Port Suite 231
Stephanieburgh, OK 22690"
"358",17000," 60 months",8.39,347.89,"Charge Nurse","7 years","MORTGAGE",76000,"Verified","Oct-2014","Fully Paid","debt_consolidation","Debt consolidation","Feb-2001",22,35,"INDIVIDUAL",4,"529 Newton Mews Suite 951
Lake Mark, VT 30723"
"359",35000," 36 months",12.29,1167.36,"Comptroller","10+ years","MORTGAGE",130000,"Source Verified","Sep-2015","Charged Off","debt_consolidation","Debt consolidation","Jan-2003",15,28,"INDIVIDUAL",2,"10575 Maxwell Islands
Kimberlymouth, IA 93700"
"360",18000," 36 months",6.03,547.84,"water plant operator","2 years","MORTGAGE",42000,"Not Verified","Jan-2015","Charged Off","debt_consolidation","Debt consolidation","Jan-1995",4,27,"INDIVIDUAL",6,"USNS Roberts
FPO AA 11650"
"361",15000," 36 months",16.29,529.51,"USAF","9 years","RENT",72000,"Source Verified","Nov-2012","Fully Paid","debt_consolidation","Pay Bills","Oct-2005",9,27,"INDIVIDUAL",0,"483 Roth Stravenue Suite 634
Lake Brandon, DE 70466"
"362",13000," 36 months",11.67,429.74,"","","RENT",58000,"Verified","Oct-2014","Charged Off","debt_consolidation","Debt consolidation","Jul-1988",17,48,"INDIVIDUAL",2,"USNS Hawkins
FPO AA 70466"
"363",21150," 36 months",13.11,713.75,"Audience, Inc.","2 years","RENT",52000,"Not Verified","Jan-2013","Fully Paid","debt_consolidation","Demolish Credit Card Debt","May-2000",15,27,"INDIVIDUAL",0,"65042 Lane Course Apt. 041
Sandersview, NV 22690"
"364",17325," 60 months",14.33,406.1,"four seasons hotel","6 years","RENT",40000,"Source Verified","Sep-2013","Fully Paid","debt_consolidation","Debt consolidation","Aug-2001",9,15,"INDIVIDUAL",0,"5760 Jennifer Underpass Apt. 998
East Jessica, KS 70466"
"365",25000," 60 months",11.44,549.07,"Store Manager","10+ years","MORTGAGE",99000,"Verified","Jan-2015","Fully Paid","debt_consolidation","Debt consolidation","Jun-1981",26,49,"INDIVIDUAL",3,"37658 Pugh Rest
West Patriciatown, WV 30723"
"366",10000," 36 months",8.19,314.25,"Treasury Analyst ","4 years","RENT",65000,"Source Verified","Feb-2015","Fully Paid","credit_card","Credit card refinancing","Dec-2003",19,30,"INDIVIDUAL",0,"6900 Scott Motorway
North Jennifer, RI 05113"
"367",23050," 36 months",6.03,701.54,"","","MORTGAGE",150000,"Source Verified","Aug-2014","Fully Paid","debt_consolidation","Debt consolidation","Feb-1998",18,67,"INDIVIDUAL",11,"474 Martin Shore Apt. 673
New Joshua, AR 70466"
"368",12000," 36 months",13.11,404.97,"United Parcel Service","10+ years","RENT",39000,"Verified","May-2013","Fully Paid","debt_consolidation","Lconsolidate","Nov-1996",8,11,"INDIVIDUAL",0,"96476 Walters Wells Apt. 837
Rileyberg, MD 30723"
"369",15350," 36 months",19.05,563.06,"Calcasieu parish school board","10+ years","MORTGAGE",72000,"Source Verified","Dec-2012","Fully Paid","debt_consolidation","Debt consolidation","Aug-1996",10,49,"INDIVIDUAL",5,"703 Miller Pike Suite 175
New David, HI 30723"
"370",9950," 36 months",17.77,358.57,"CPSI","< 1 year","OWN",30000,"Verified","Nov-2012","Fully Paid","credit_card","CC Consolidate","Jul-2001",17,32,"INDIVIDUAL",0,"217 Bruce Path Suite 029
Port Wendy, SD 70466"
"371",10000," 36 months",14.09,342.22,"Columbia distributing","6 years","MORTGAGE",65000,"Not Verified","Oct-2012","Charged Off","other","Acting","Feb-1998",6,8,"INDIVIDUAL",0,"0468 Clark Forest Apt. 691
East Nicholasview, IN 48052"
"372",10000," 36 months",13.11,337.47,"Denver Water","4 years","RENT",45000,"Not Verified","Oct-2012","Fully Paid","debt_consolidation","MyLoan","Oct-2000",7,12,"INDIVIDUAL",2,"646 Lewis Flats Suite 893
Ochoaborough, IN 29597"
"373",24000," 60 months",13.33,550.14,"Field Engineer","10+ years","RENT",70500,"Source Verified","Oct-2015","Fully Paid","debt_consolidation","Debt consolidation","Jul-2005",8,12,"INDIVIDUAL",0,"95419 Justin Ports Apt. 283
Port Gwendolyn, NH 00813"
"374",11000," 36 months",12.99,370.59,"Senior Recruiter","10+ years","RENT",90000,"Verified","Dec-2013","Fully Paid","debt_consolidation","Consolidation","Aug-1967",7,21,"INDIVIDUAL",0,"80071 Shaw Underpass Suite 284
Port Michelleville, AK 00813"
"375",15000," 36 months",15.99,527.29,"Vice President","7 years","RENT",204018,"Verified","Jan-2015","Fully Paid","debt_consolidation","Debt consolidation","Dec-1999",14,56,"INDIVIDUAL",4,"25497 Jason Stravenue
Ronaldhaven, UT 30723"
"376",8000," 36 months",18.92,292.93,"System Administrator","3 years","RENT",85000,"Not Verified","Feb-2014","Fully Paid","other","Other","Oct-1996",14,28,"INDIVIDUAL",0,"6842 Mcgrath Manors
Josephville, MO 05113"
"377",23225," 60 months",20.75,625.06,"Peer Support Specialist","5 years","MORTGAGE",52800,"Source Verified","Mar-2016","Fully Paid","debt_consolidation","Debt consolidation","Feb-1995",9,32,"INDIVIDUAL",4,"8479 Torres Corners Apt. 994
Palmerburgh, TN 70466"
"378",17000," 36 months",10.99,556.48,"Instructor ","1 year","MORTGAGE",97000,"Not Verified","Mar-2015","Fully Paid","credit_card","Credit card refinancing","Sep-2001",19,34,"INDIVIDUAL",2,"286 Huang Throughway Apt. 267
New John, AL 22690"
"379",24000," 36 months",13.98,820.04,"Teacher","6 years","OWN",80000,"Source Verified","Oct-2014","Fully Paid","debt_consolidation","Debt consolidation","Nov-2003",13,27,"INDIVIDUAL",0,"9499 Williams Island Apt. 062
Aaronstad, PA 00813"
"380",10000," 36 months",10.65,325.74,"REstoration Technologies","3 years","MORTGAGE",49920,"Not Verified","Feb-2012","Fully Paid","debt_consolidation","bye bye credit cards","Jul-2001",11,14,"INDIVIDUAL",NA,"672 Sharon Flats Apt. 725
South Christophertown, ID 48052"
"381",10000," 36 months",12.49,334.49,"","","MORTGAGE",65000,"Verified","Feb-2014","Fully Paid","debt_consolidation","Debt consolidation","Jun-2001",8,15,"INDIVIDUAL",1,"5958 Philip Expressway
Port Dylan, PA 00813"
"382",15000," 36 months",18.85,548.71,"California Travel and Tourism Commission","5 years","MORTGAGE",260000,"Verified","Aug-2013","Fully Paid","wedding","Short term loan for wedding expenses","Sep-1994",13,34,"INDIVIDUAL",9,"33146 Flores Shoals
Michaelfort, SC 22690"
"383",16000," 36 months",12.99,539.03,"Manager","10+ years","MORTGAGE",65000,"Verified","Jul-2014","Fully Paid","medical","Medical expenses","Aug-2006",3,9,"INDIVIDUAL",1,"6624 Jackson Stream
Adamborough, NC 29597"
"384",10200," 36 months",10.59,331.96,"squeaky clean car wash","6 years","MORTGAGE",38000,"Verified","Sep-2011","Fully Paid","major_purchase","Arctic spa loan","Sep-2002",11,26,"INDIVIDUAL",NA,"8007 Jennifer Street Apt. 950
East Stephen, MO 70466"
"385",24000," 36 months",6.62,736.89,"Air Traffic Controller","5 years","MORTGAGE",107000,"Not Verified","Apr-2014","Fully Paid","home_improvement","Home improvement","Oct-2001",11,31,"INDIVIDUAL",6,"872 Jeffrey Glens Apt. 899
Sarahfurt, WV 05113"
"386",13475," 36 months",22.99,521.55,"Technician","2 years","RENT",60000,"Source Verified","May-2015","Fully Paid","debt_consolidation","Debt consolidation","Nov-2009",13,24,"INDIVIDUAL",0,"296 Jackson Mission
Millerhaven, NM 29597"
"387",25000," 36 months",12.85,840.55,"","4 years","MORTGAGE",122800,"Source Verified","Jan-2014","Fully Paid","debt_consolidation","Debt consolidation","Jul-2000",16,25,"INDIVIDUAL",1,"624 Lisa Shores Suite 886
New Madisonshire, NM 05113"
"388",6600," 36 months",9.17,210.41,"Security Guard","10+ years","RENT",24000,"Not Verified","Jun-2014","Charged Off","credit_card","Credit card refinancing","May-1997",9,20,"INDIVIDUAL",0,"53544 Dawn Lakes Suite 167
New Brett, MI 70466"
"389",19200," 60 months",19.99,508.58,"Director","3 years","MORTGAGE",60000,"Source Verified","Dec-2014","Fully Paid","debt_consolidation","Debt consolidation","Jun-1997",11,26,"INDIVIDUAL",0,"96390 Walker Haven
Pettyburgh, MS 22690"
"390",10000," 60 months",24.08,288.15,"Unum","10+ years","MORTGAGE",44000,"Verified","Oct-2013","Charged Off","debt_consolidation","Consolidated Freedom","Nov-1993",11,28,"INDIVIDUAL",2,"91932 Jackson Extension Apt. 649
New Edward, MI 22690"
"391",17400," 36 months",11.39,572.88,"Landside Officer 1","10+ years","OWN",81000,"Not Verified","Oct-2016","Fully Paid","other","Other","Mar-1988",28,47,"INDIVIDUAL",1,"031 Marie Green
Robinberg, DC 05113"
"392",9550," 36 months",13.65,324.78,"CSLM","7 years","RENT",45000,"Not Verified","Mar-2014","Fully Paid","debt_consolidation","Debt consolidation","Jul-1992",9,32,"INDIVIDUAL",0,"6787 Laura Road Suite 971
Lake Suzanneton, AK 29597"
"393",19200," 60 months",17.27,479.97,"Florida Seal & Rubber","5 years","MORTGAGE",67000,"Source Verified","Jun-2013","Fully Paid","debt_consolidation","Debt consolidation","Jul-1991",7,17,"INDIVIDUAL",1,"56078 Amber Lock Suite 724
South Chelsea, OR 70466"
"394",3650," 36 months",16.99,130.12,"Materials Operations Assistant","1 year","RENT",36638,"Not Verified","Apr-2015","Fully Paid","credit_card","Credit card refinancing","Feb-2003",7,13,"INDIVIDUAL",0,"4786 Mccall Fort
South Amyburgh, VA 05113"
"395",11750," 36 months",17.57,422.27,"Counselor","10+ years","OWN",49000,"Verified","Nov-2015","Charged Off","debt_consolidation","Debt consolidation","Mar-1990",12,17,"INDIVIDUAL",0,"044 Garrison Wall
Lopezfort, KY 93700"
"396",10000," 60 months",13.06,227.84,"Invesco","3 years","RENT",80000,"Not Verified","Jan-2011","Fully Paid","debt_consolidation","Credit Card Consolidation","Jan-1994",7,24,"INDIVIDUAL",NA,"6094 Perez Manor
North Sonya, UT 30723"
"397",5375," 36 months",15.61,187.94,"Server","7 years","RENT",27000,"Not Verified","Nov-2013","Fully Paid","debt_consolidation","free","Nov-2001",13,15,"INDIVIDUAL",0,"868 Bianca Freeway Suite 644
Kimberlyhaven, NY 30723"
"398",20000," 36 months",6.03,608.72,"OLIVER WYMAN GROUP","< 1 year","MORTGAGE",115000,"Source Verified","Jun-2013","Fully Paid","debt_consolidation","Credit Card Debt Consolidation","May-1986",11,19,"INDIVIDUAL",2,"75219 Mark Skyway
South Travis, AR 30723"
"399",20000," 36 months",9.17,637.58,"Bakery Manager","5 years","MORTGAGE",52800,"Source Verified","Feb-2015","Fully Paid","credit_card","Credit card refinancing","Nov-1999",14,23,"INDIVIDUAL",3,"9340 Gutierrez Unions Suite 111
Port Keithmouth, MD 30723"
"400",15000," 60 months",14.49,352.85,"Underwriter","< 1 year","RENT",45000,"Source Verified","Oct-2014","Charged Off","debt_consolidation","Debt consolidation","Jun-1991",12,26,"INDIVIDUAL",0,"5390 Meyers Canyon
Cindyberg, NH 70466"
"401",10000," 36 months",9.67,321.13,"driver","1 year","MORTGAGE",1e+05,"Not Verified","Nov-2013","Fully Paid","debt_consolidation","Debt consolidation","Jan-2006",11,13,"INDIVIDUAL",0,"98222 Joe Inlet
Jamesshire, TX 70466"
"402",16500," 36 months",8.39,520.03,"Engineer","10+ years","MORTGAGE",1e+05,"Not Verified","Feb-2016","Fully Paid","car","Car financing","Dec-1987",15,32,"INDIVIDUAL",1,"298 Jacob Fork
Brooksbury, WV 30723"
"403",7075," 36 months",15.61,247.38,"Senior Money Processing","10+ years","MORTGAGE",36000,"Verified","Mar-2014","Fully Paid","debt_consolidation","Debt consolidation","Jul-1996",13,37,"INDIVIDUAL",7,"8099 Jason Plains
New Lindatown, NC 29597"
"404",28000," 36 months",5.32,843.22,"Senior Tax Manager","5 years","MORTGAGE",162000,"Source Verified","Jun-2015","Fully Paid","debt_consolidation","Debt consolidation","Jul-1988",19,51,"INDIVIDUAL",5,"00845 Robert Court
Port Brent, CO 70466"
"405",9000," 36 months",8.39,283.65,"Driver","< 1 year","RENT",56000,"Source Verified","Nov-2014","Fully Paid","debt_consolidation","Debt consolidation","Dec-2002",8,15,"INDIVIDUAL",0,"81344 Melton Spur Apt. 505
Suttonfort, NY 05113"
"406",15000," 36 months",12.99,505.34,"Teacher","10+ years","MORTGAGE",78000,"Source Verified","Mar-2014","Fully Paid","credit_card","Credit card refinancing","Mar-1999",19,56,"INDIVIDUAL",5,"81122 Maldonado Rue
West Larry, NH 29597"
"407",28200," 60 months",21.49,770.7,"Swarovski","7 years","RENT",64000,"Verified","May-2013","Fully Paid","debt_consolidation","Personal 2013","Jul-1997",2,7,"INDIVIDUAL",0,"76538 Kennedy Common
Stevensfort, CA 05113"
"408",7200," 36 months",16.2,253.85,"","","RENT",32000,"Source Verified","Oct-2013","Fully Paid","debt_consolidation","Debt consolidation","Aug-1990",9,28,"INDIVIDUAL",0,"USNS Porter
FPO AE 05113"
"409",8000," 36 months",6.03,243.49,"","6 years","MORTGAGE",51000,"Not Verified","Jul-2012","Fully Paid","home_improvement","Home Love","Nov-1998",10,17,"INDIVIDUAL",3,"30547 Moore Tunnel Suite 238
Wesleyhaven, IL 22690"
"410",12000," 36 months",14.09,410.66,"Shin Shin","2 years","RENT",50000,"Not Verified","Dec-2012","Charged Off","credit_card","Credit card refinancing","Apr-2004",9,13,"INDIVIDUAL",0,"270 Jeremiah Walk Suite 464
Lake Paulhaven, NM 11650"
"411",15000," 36 months",10.74,489.24,"Bradshaw Internationa","5 years","RENT",48000,"Source Verified","May-2012","Fully Paid","debt_consolidation","debt_consolidation","Mar-1999",11,20,"INDIVIDUAL",0,"31519 David Tunnel Suite 043
North Luke, MN 22690"
"412",2200," 36 months",15.31,76.6,"","","RENT",57000,"Verified","Jan-2013","Fully Paid","debt_consolidation","Debt consolidation","Jan-1988",13,15,"INDIVIDUAL",0,"52743 Harris Brooks Apt. 627
East Joshua, ME 30723"
"413",30000," 36 months",18.75,1095.9,"Converse consulting","5 years","MORTGAGE",95000,"Source Verified","Nov-2012","Fully Paid","debt_consolidation","Consolidation","Jun-1996",11,27,"INDIVIDUAL",3,"5243 Taylor View Apt. 596
Turnerbury, HI 70466"
"414",2400," 36 months",7.12,74.24,"interpreter","4 years","MORTGAGE",24000,"Not Verified","Sep-2014","Fully Paid","credit_card","Credit card refinancing","Dec-2005",7,17,"INDIVIDUAL",0,"3483 White Ports
West Brianberg, TN 48052"
"415",17000," 36 months",10.16,549.83,"Dept of Trans","4 years","RENT",83000,"Verified","Feb-2013","Fully Paid","debt_consolidation","Consolidate","Dec-2001",8,25,"INDIVIDUAL",0,"257 Lewis Ford
North Melissa, ID 29597"
"416",15800," 36 months",12.99,532.29,"Teacher","10+ years","MORTGAGE",104000,"Source Verified","Mar-2014","Fully Paid","debt_consolidation","Debt consolidation","Mar-1997",9,22,"INDIVIDUAL",1,"4306 Victoria Pass Apt. 220
West Aaron, ID 29597"
"417",15000," 36 months",16.78,533.15,"Crown tonka walk-in coolers","9 years","OWN",40000,"Not Verified","Aug-2013","Fully Paid","debt_consolidation","Loan 1","Mar-1986",7,22,"INDIVIDUAL",1,"94456 Dixon Forest Apt. 941
Lake Christineview, MO 70466"
"418",20000," 60 months",20.99,349.6,"Unifirst","1 year","RENT",62500,"Verified","May-2011","Fully Paid","debt_consolidation","Debt Consolidation","Feb-2000",9,50,"INDIVIDUAL",NA,"537 Patel Creek Apt. 980
Port Jason, NY 30723"
"419",8000," 36 months",14.09,273.78,"University of Georgia","10+ years","MORTGAGE",45000,"Verified","Jan-2013","Fully Paid","home_improvement","waterproof crawl space/replace AC","Feb-2001",3,5,"INDIVIDUAL",0,"9972 Hampton Vista
East Edward, TX 29597"
"420",4000," 36 months",18.25,145.12,"Property Manager","5 years","RENT",41499,"Verified","Jul-2015","Fully Paid","other","Other","Jan-2007",17,24,"INDIVIDUAL",0,"PSC 8821, Box 2694
APO AE 29597"
"421",6850," 36 months",12.49,229.13,"Program Manager","5 years","RENT",46574,"Source Verified","Apr-2014","Fully Paid","credit_card","Debt consolidation","Dec-1999",13,21,"INDIVIDUAL",0,"02859 Charles Prairie
Lake Sierra, OK 29597"
"422",15000," 36 months",18.49,545.99,"ALEXANDER OILFIELD SERVICE","7 years","MORTGAGE",98000,"Verified","May-2013","Fully Paid","home_improvement","HOME IMPROVEMENT","Dec-2001",11,22,"INDIVIDUAL",2,"46194 Davis Isle Apt. 614
Aliceside, IN 05113"
"423",12500," 36 months",13.61,424.86,"SusQtech","< 1 year","RENT",40500,"Not Verified","Aug-2010","Fully Paid","debt_consolidation","JB 2010 Debt Consolidation Loan","Oct-2003",14,25,"INDIVIDUAL",NA,"7829 Douglas Knoll Apt. 893
Lake John, VT 00813"
"424",13500," 60 months",17.57,339.67,"SALES MANAGER","6 years","OWN",89000,"Verified","Oct-2014","Charged Off","home_improvement","Home improvement","Oct-2003",10,16,"INDIVIDUAL",2,"14699 Daniel Springs Suite 415
Campbellberg, NM 86630"
"425",12000," 36 months",11.99,398.52,"Systems Engineer","2 years","MORTGAGE",72000,"Verified","Mar-2014","Fully Paid","credit_card","Credit card refinancing","Mar-2003",8,13,"INDIVIDUAL",1,"3232 Victor Wall
East Michele, GA 05113"
"426",7700," 36 months",10.15,249,"Teller ","10+ years","OWN",47000,"Source Verified","Jul-2014","Charged Off","debt_consolidation","Debt consolidation","May-1996",13,28,"INDIVIDUAL",0,"9607 Erika Pines Apt. 599
Amandaville, LA 22690"
"427",10500," 60 months",14.99,249.74,"Project Manager","10+ years","MORTGAGE",84000,"Not Verified","Nov-2014","Charged Off","credit_card","Credit card refinancing","Feb-1999",13,42,"INDIVIDUAL",5,"94150 Walton Station Suite 825
Millermouth, TN 70466"
"428",10000," 36 months",12.73,335.67,"Oracle Corp","4 years","MORTGAGE",195000,"Not Verified","Mar-2010","Fully Paid","debt_consolidation","Loan","Nov-1990",21,58,"INDIVIDUAL",NA,"134 Hansen Junction
West Jason, WA 05113"
"429",1000," 36 months",10.99,32.74,"Bayside Restaurant","10+ years","OWN",60000,"Not Verified","Sep-2011","Fully Paid","debt_consolidation","Debt Consolidation Loan","Oct-1999",6,24,"INDIVIDUAL",NA,"9994 Audrey Fords
Kellyburgh, WA 48052"
"430",15000," 36 months",14.33,515.08,"Carmel Transportation","10+ years","MORTGAGE",45000,"Verified","Aug-2013","Fully Paid","debt_consolidation","credit cards","May-1984",17,29,"INDIVIDUAL",2,"23077 Cline Pass
Williamsfort, CA 05113"
"431",16000," 36 months",8.19,502.79,"Cash Application Clerk","< 1 year","RENT",40000,"Verified","Dec-2014","Fully Paid","debt_consolidation","Debt consolidation","Jun-2000",22,28,"INDIVIDUAL",0,"004 William Ridges
West Markburgh, ND 22690"
"432",19075," 36 months",13.11,643.73,"Wilson County Home Health","8 years","MORTGAGE",60000,"Not Verified","Oct-2012","Fully Paid","debt_consolidation","Debt consolidation","Dec-1996",7,14,"INDIVIDUAL",1,"41914 Graves Port
West Toddview, HI 30723"
"433",10000," 36 months",8.19,314.25,"E learning designer","6 years","OWN",120000,"Not Verified","Jan-2015","Charged Off","debt_consolidation","Debt consolidation","Sep-2007",14,23,"INDIVIDUAL",4,"35508 Brown Ridge
Thomasbury, HI 30723"
"434",35000," 60 months",22.99,986.47,"Head, Departmental Civil Service Represe","6 years","RENT",92000,"Verified","Mar-2015","Fully Paid","debt_consolidation","Debt consolidation","Apr-2010",9,11,"INDIVIDUAL",0,"5351 Michelle Mission Suite 255
East Kristinburgh, MI 22690"
"435",5000," 36 months",14.49,172.09,"Performance Team Leader","6 years","MORTGAGE",59000,"Not Verified","May-2014","Fully Paid","home_improvement","Home improvement","Feb-2003",14,26,"INDIVIDUAL",4,"53117 Hoffman Causeway Suite 303
Flemingland, OR 29597"
"436",11500," 36 months",13.67,391.21,"warehouse asistent","10+ years","RENT",35000,"Source Verified","Nov-2013","Charged Off","credit_card","Credit card refinancing","May-2004",14,24,"INDIVIDUAL",0,"29730 John Points Apt. 108
Port Amandashire, OK 93700"
